InputID,TargetID,Distance
T220,T226,19155.53124
T220,T224,2511.55608
T220,T232,6041.67749
T220,T231,3353.96592
T220,T035,22633.49433
T220,T228,3067.26489
T220,T234,6278.26655
T220,T233,10842.17831
T220,T002B,8187.69232
T220,T002A,7476.85756
T220,T221,36173.28652
T220,T157,15465.28682
T220,T156,21603.11281
T220,T027,3820.42881
T220,T090A,30522.14501
T220,T903,19840.24622
T220,T900,16521.51534
T220,T009,14536.09939
T220,T128A,27072.81022
T220,T200A,28387.67182
T220,T090C,32173.81763
T220,T090B,10893.22541
T220,T218B,4461.34693
T220,T218C,5126.92783
T220,T218A,3397.53104
T220,T200B,37342.89259
T220,T206,28069.09196
T220,T200,33552.18718
T220,T138,27822.02277
T220,T115,33165.43808
T220,T107,27557.30165
T220,T215,33580.05181
T220,T212,34022.34332
T220,T209,27582.39485
T220,T097,36206.73728
T220,T078,21201.66009
T220,T072,24022.75252
T220,T128,30658.70078
T220,T103,31756.73582
T220,T102,24775.80510
T220,T100,30411.97246
T220,T099,27976.11501
T220,T073,22492.52811
T220,T071,21462.16370
T220,T070,20468.48959
T220,T069,21751.77344
T220,T077,22356.39874
T220,T076,19819.02412
T220,T075,20310.79966
T220,T074,15851.47292
T220,T082,18288.31475
T220,T081,16684.78400
T220,T080,24152.32143
T220,T079,24436.47412
T220,T063,15636.98973
T220,T155,22079.51410
T220,T114,18733.95186
T220,T083,24755.37083
T220,T017,7087.80378
T220,T005,7421.47368
T220,T160,6779.53038
T220,T144,8947.60060
T220,T035,14191.93147
T220,T004,4690.78180
T220,T095,28855.25289
T220,T044,9030.82862
T220,T061,18111.43907
T220,T060,15691.78691
T220,T039,6477.36478
T220,T036,14434.52510
T220,T067,23163.02669
T220,T066,21381.49350
T220,T065,21228.36366
T220,T062,18207.59818
T220,T040,12583.15243
T220,T037,9801.95133
T220,T034,13354.02802
T220,T012,5504.74677
T220,T085,27179.62492
T001,T051,13536.79027
T001,T047,10004.78199
T001,T043,11174.47669
T001,T013,5402.50568
T001,T219,5132.14484
T001,T161,26516.41730
T001,T088,9901.96971
T001,T084,31101.78402
T001,T030,6215.63993
T001,T018,8666.77783
T001,T014,4840.86686
T001,T149,7116.22086
T001,T147,3693.31389
T001,T146,2652.33113
T001,T145,12048.81482
T001,T154,4174.04811
T001,T152,12044.39546
T001,T151,6909.93169
T001,T150,7616.43998
T001,T220,3677.01704
T001,T218,671.40894
T001,T162,27224.60893
T001,T158,30189.50887
T001,T008,7075.27387
T001,T006,6626.84496
T001,T003,2285.01938
T001,T011,8249.82809
T001,T009,7251.47183
T001,T159,25496.28668
T001,T153,5580.95373
T001,T028,5199.18723
T001,T025,3166.42603
T001,T019,2975.46412
T001,T016,9091.35416
T001,T090,11018.31373
T001,T089,26536.41242
T001,T033,5882.69568
T001,T031,17080.83543
T001,T142,3550.94716
T001,T141,2340.87043
T001,T135,32407.21375
T001,T092,12883.58220
T001,T045,6638.30016
T001,T015,7863.60875
T001,T007,5440.43927
T001,T002,5557.72617
T001,T050,5040.91439
T001,T049,9128.73547
T001,T048,11673.87440
T001,T046,9580.28601
T001,T094,26471.54017
T001,T091,12367.30206
T001,T086,29857.14433
T001,T054,9154.62589
T001,T148,8047.71332
T001,T143,7179.51712
T001,T129,12304.64555
T001,T096,25075.51275
T001,T238,22357.73747
T001,T237,24071.53503
T001,T236,5485.22930
T001,T235,21596.41532
T001,T054C,8888.33947
T001,T094B,26596.59794
T001,T065A,19590.13240
T001,T227,27343.99508
T001,T225,23359.03825
T001,T223,6303.48992
T001,T222,3328.64731
T001,T230,5798.99285
T001,T229,23580.13470
T001,T226,18951.65499
T001,T224,5232.59894
T001,T232,7125.37808
T001,T231,6751.87437
T001,T035,21111.40427
T001,T228,766.19898
T001,T234,2628.17016
T001,T233,8709.21943
T001,T002B,4586.17298
T001,T002A,4192.85996
T001,T221,36523.19622
T001,T157,15219.26969
T001,T156,20093.42386
T001,T027,3485.19961
T001,T090A,29934.74313
T001,T903,16340.90433
T001,T900,13192.65231
T001,T009,11528.80462
T001,T128A,27595.43451
T001,T200A,29050.30441
T001,T090C,31608.72265
T001,T090B,11202.76935
T001,T218B,857.80845
T001,T218C,2257.36272
T001,T218A,281.66476
T001,T200B,37600.61000
T001,T206,28816.80603
T001,T200,33824.46510
T001,T138,28094.28638
T001,T115,33065.99899
T001,T107,27875.01176
T001,T215,34118.14268
T001,T212,34503.54871
T001,T209,28322.77742
T001,T097,35977.25772
T001,T078,20888.59525
T001,T072,23010.64531
T001,T128,31002.32953
T001,T103,32344.94029
T001,T102,24971.39268
T001,T100,31131.95553
T001,T099,28584.93321
T001,T073,22889.92465
T001,T071,19458.76064
T001,T070,18129.80112
T001,T069,21088.78612
T001,T077,22970.46228
T001,T076,20186.44332
T001,T075,21120.89875
T001,T074,15612.01119
T001,T082,18321.03804
T001,T081,17117.05468
T001,T080,24283.38921
T001,T079,25209.05690
T001,T063,14240.42385
T001,T155,20069.68197
T001,T114,17217.60053
T001,T083,25138.84255
T001,T017,3664.72063
T001,T005,3745.56746
T001,T160,6788.23370
T001,T144,5271.37506
T001,T035,13814.00323
T001,T004,1559.23397
T001,T095,27810.02306
T001,T044,8180.60200
T001,T061,17534.63567
T001,T060,15226.16237
T001,T039,4690.18451
T001,T036,12957.61864
T001,T067,21608.14209
T001,T066,20381.62492
T001,T065,19541.86023
T001,T062,17088.07422
T001,T040,11284.40717
T001,T037,6230.20140
T001,T034,12818.92112
T001,T012,4329.98737
T001,T085,26762.66207
T003,T051,15540.81381
T003,T047,11826.00763
T003,T043,12955.32624
T003,T013,5049.04870
T003,T219,6883.77806
T003,T161,28082.03079
T003,T088,11728.11919
T003,T084,32933.09313
T003,T030,7976.13837
T003,T018,9430.13044
T003,T014,2602.86708
T003,T149,8172.34068
T003,T147,5958.13913
T003,T146,4613.26347
T003,T145,14282.14475
T003,T154,5076.24964
T003,T152,13566.53976
T003,T151,6405.76530
T003,T150,8262.64952
T003,T220,5457.20559
T003,T218,2859.13316
T003,T162,29065.91804
T003,T158,31553.81877
T003,T008,5175.44551
T003,T006,4367.80899
T003,T001,2285.01938
T003,T011,6589.30958
T003,T009,4979.91166
T003,T159,27206.99947
T003,T153,6291.34312
T003,T028,6162.78466
T003,T025,1756.20844
T003,T019,5160.87022
T003,T016,6899.23444
T003,T090,13066.86989
T003,T089,28227.36954
T003,T033,7916.00007
T003,T031,18082.06168
T003,T142,2014.89926
T003,T141,343.05486
T003,T135,33680.59125
T003,T092,15094.33203
T003,T045,8922.62656
T003,T015,5674.24517
T003,T007,3549.11379
T003,T002,3747.13176
T003,T050,7245.38925
T003,T049,11363.41279
T003,T048,13784.08564
T003,T046,11796.62648
T003,T094,28084.16213
T003,T091,14480.09150
T003,T086,31375.23157
T003,T054,11420.84619
T003,T148,8271.86930
T003,T143,4990.97120
T003,T129,14586.02798
T003,T096,26648.12707
T003,T238,23788.00638
T003,T237,25556.03645
T003,T236,3555.17339
T003,T235,23507.31691
T003,T054C,11143.78932
T003,T094B,28189.53526
T003,T065A,20732.23792
T003,T227,29238.74484
T003,T225,24625.09562
T003,T223,4072.74972
T003,T222,4435.64547
T003,T230,6671.00332
T003,T229,25378.39965
T003,T226,20784.06916
T003,T224,7390.60133
T003,T232,9388.88643
T003,T231,8009.36525
T003,T035,22307.16347
T003,T228,3030.42133
T003,T234,2462.60910
T003,T233,6528.38364
T003,T002B,2956.98404
T003,T002A,2023.09592
T003,T221,38465.31932
T003,T157,17077.74092
T003,T156,21308.04223
T003,T027,3325.28500
T003,T090A,31542.94450
T003,T903,14388.72997
T003,T900,11082.87800
T003,T009,9277.61737
T003,T128A,29612.94404
T003,T200A,31101.95847
T003,T090C,33219.48950
T003,T090B,13282.98088
T003,T218B,2229.07651
T003,T218C,3752.88413
T003,T218A,2454.47121
T003,T200B,39510.37242
T003,T206,30891.20904
T003,T200,35747.83909
T003,T138,30035.03885
T003,T115,34861.10144
T003,T107,29830.81359
T003,T215,36122.88217
T003,T212,36490.65834
T003,T209,30396.60038
T003,T097,37713.31816
T003,T078,22664.22812
T003,T072,24463.37001
T003,T128,32956.18532
T003,T103,34368.00516
T003,T102,26900.39323
T003,T100,33193.63040
T003,T099,30623.37170
T003,T073,24890.20455
T003,T071,20366.42824
T003,T070,18805.79328
T003,T069,22720.24406
T003,T077,25029.65104
T003,T076,22192.77301
T003,T075,23235.41112
T003,T074,17467.64608
T003,T082,20239.52932
T003,T081,19162.08345
T003,T080,26194.76189
T003,T079,27299.90554
T003,T063,15612.46814
T003,T155,20964.82670
T003,T114,18467.80312
T003,T083,27125.05117
T003,T017,1669.81726
T003,T005,2908.37926
T003,T160,8908.90706
T003,T144,4086.26420
T003,T035,15646.83691
T003,T004,786.55519
T003,T095,29212.24873
T003,T044,9993.54208
T003,T061,19238.93817
T003,T060,17004.72198
T003,T039,6361.37501
T003,T036,14316.08601
T003,T067,22779.20164
T003,T066,21864.86895
T003,T065,20657.06513
T003,T062,18553.05855
T003,T040,12784.08708
T003,T037,5706.63388
T003,T034,14612.17370
T003,T012,3143.63967
T003,T085,28459.00141
T006,T051,19776.90288
T006,T047,15938.25588
T006,T043,17018.13964
T006,T013,7455.66283
T006,T219,10472.98325
T006,T161,31783.42785
T006,T088,15845.74279
T006,T084,36941.91012
T006,T030,12110.21448
T006,T018,11405.27469
T006,T014,2350.20900
T006,T149,10731.43502
T006,T147,10317.55300
T006,T146,8606.27109
T006,T145,18649.81031
T006,T154,8774.40746
T006,T152,17365.18459
T006,T151,8225.27025
T006,T150,10210.02332
T006,T220,9204.79950
T006,T218,7224.79042
T006,T162,33095.97453
T006,T158,34968.38578
T006,T008,2558.07355
T006,T003,4367.80899
T006,T001,6626.84496
T006,T011,5844.91227
T006,T009,1595.84323
T006,T159,31091.71301
T006,T153,9657.29721
T006,T028,8903.44122
T006,T025,4019.40940
T006,T019,9331.52990
T006,T016,2650.88548
T006,T090,17346.48635
T006,T089,32083.94077
T006,T033,12217.74326
T006,T031,21153.81977
T006,T142,4463.65207
T006,T141,4414.04066
T006,T135,36955.30893
T006,T092,19457.98244
T006,T045,13250.56738
T006,T015,2914.78614
T006,T007,2366.21726
T006,T002,3966.00522
T006,T050,11611.54574
T006,T049,15731.21575
T006,T048,18101.53052
T006,T046,16162.50577
T006,T094,31844.85501
T006,T091,18797.57245
T006,T086,34998.36806
T006,T054,15645.91021
T006,T148,9548.71211
T006,T143,991.24484
T006,T129,18923.50824
T006,T096,30366.40202
T006,T238,27345.92081
T006,T237,29169.53319
T006,T236,2227.70121
T006,T235,27628.85560
T006,T054C,15341.46688
T006,T094B,31924.97670
T006,T065A,23946.06057
T006,T227,33327.65113
T006,T225,27958.22518
T006,T223,1940.70057
T006,T222,8363.92769
T006,T230,10147.74974
T006,T229,29372.22583
T006,T226,24835.49913
T006,T224,11461.98940
T006,T232,13750.06737
T006,T231,10865.43778
T006,T035,25571.42419
T006,T228,7340.78458
T006,T234,6085.70679
T006,T233,2333.80755
T006,T002B,4315.16546
T006,T002A,3018.19049
T006,T221,42590.75943
T006,T157,21176.44735
T006,T156,24610.84276
T006,T027,5720.34208
T006,T090A,35282.48664
T006,T903,11666.70795
T006,T900,7938.18185
T006,T009,5462.75551
T006,T128A,33827.83605
T006,T200A,35347.41187
T006,T090C,36955.82077
T006,T090B,17582.96688
T006,T218B,6568.74452
T006,T218C,7953.16812
T006,T218A,6760.25807
T006,T200B,43598.22038
T006,T206,35157.45522
T006,T200,39856.15663
T006,T138,34171.60560
T006,T115,38822.67265
T006,T107,33983.49428
T006,T215,40317.54151
T006,T212,40666.71460
T006,T209,34662.76630
T006,T097,41595.89896
T006,T078,26645.01397
T006,T072,28044.43053
T006,T128,37101.71855
T006,T103,38582.83625
T006,T102,31031.24866
T006,T100,37446.43096
T006,T099,34856.98880
T006,T073,29096.30186
T006,T071,23261.22486
T006,T070,21399.07513
T006,T069,26535.31104
T006,T077,29288.96633
T006,T076,26410.23698
T006,T075,27541.44426
T006,T074,21561.13791
T006,T082,24380.25586
T006,T081,23420.05004
T006,T080,30308.98265
T006,T079,31583.45945
T006,T063,19204.74719
T006,T155,23830.45455
T006,T114,21859.89490
T006,T083,31313.34118
T006,T017,3685.72209
T006,T005,5619.80492
T006,T160,13246.19684
T006,T144,5570.02750
T006,T035,19731.27766
T006,T004,5069.11819
T006,T095,32692.75269
T006,T044,14125.28100
T006,T061,23162.90752
T006,T060,21024.96955
T006,T039,10488.53505
T006,T036,17919.39347
T006,T067,26003.84292
T006,T066,25507.13175
T006,T065,23835.61950
T006,T062,22209.34168
T006,T040,16575.26155
T006,T037,7676.80706
T006,T034,18668.25266
T006,T012,4146.75614
T006,T085,32321.13161
T008,T051,20606.69217
T008,T047,16977.73316
T008,T043,18118.15655
T008,T013,9413.25801
T008,T219,9708.48659
T008,T161,33242.25690
T008,T088,16878.30320
T008,T084,38093.36697
T008,T030,13133.16332
T008,T018,9593.89052
T008,T014,4309.00935
T008,T149,9256.83357
T008,T147,10642.34225
T008,T146,8359.74687
T008,T145,18973.76490
T008,T154,10175.68285
T008,T152,18731.55769
T008,T151,10393.37553
T008,T150,8451.30829
T008,T220,8669.74452
T008,T218,7741.91123
T008,T162,34222.63854
T008,T158,36641.27604
T008,T006,2558.07355
T008,T003,5175.44551
T008,T001,7075.27387
T008,T011,8385.19194
T008,T009,4114.95101
T008,T159,32382.36737
T008,T153,11269.34755
T008,T028,7679.49748
T008,T025,3927.26050
T008,T019,9249.89588
T008,T016,2806.41694
T008,T090,18093.34016
T008,T089,33402.68805
T008,T033,12951.45309
T008,T031,23002.16996
T008,T142,6136.38213
T008,T141,5380.02199
T008,T135,38717.62621
T008,T092,19853.39273
T008,T045,13347.05418
T008,T015,5435.38373
T008,T007,1643.56229
T008,T002,6255.09086
T008,T050,12072.84854
T008,T049,16072.32776
T008,T048,18740.53260
T008,T046,16558.14074
T008,T094,33252.84140
T008,T091,19432.26868
T008,T086,36521.74544
T008,T054,15430.65970
T008,T148,7535.88518
T008,T143,1784.00118
T008,T129,18965.05581
T008,T096,31810.48116
T008,T238,28913.10846
T008,T237,30696.95422
T008,T236,1621.80111
T008,T235,28635.53560
T008,T054C,15080.89937
T008,T094B,33355.01985
T008,T065A,25726.27524
T008,T227,34376.19066
T008,T225,29675.68253
T008,T223,4440.30922
T008,T222,9594.34124
T008,T230,11704.72913
T008,T229,30544.53450
T008,T226,25940.52791
T008,T224,11130.08537
T008,T232,14002.53970
T008,T231,9557.03170
T008,T035,27326.15850
T008,T228,7647.98556
T008,T234,7455.88293
T008,T233,2438.39564
T008,T002B,6337.54354
T008,T002A,4759.16838
T008,T221,43579.99512
T008,T157,22223.86792
T008,T156,26341.18690
T008,T027,4856.60855
T008,T090A,36709.96742
T008,T903,13870.57786
T008,T900,10056.70701
T008,T009,7264.08149
T008,T128A,34670.02331
T008,T200A,36124.51584
T008,T090C,38386.51009
T008,T090B,18276.66688
T008,T218B,7324.58472
T008,T218C,8915.62482
T008,T218A,7110.28965
T008,T200B,44642.76305
T008,T206,35886.78696
T008,T200,40872.75008
T008,T138,35149.17510
T008,T115,40029.52226
T008,T107,34935.63470
T008,T215,41191.71271
T008,T212,41574.06851
T008,T209,35392.99575
T008,T097,42888.28493
T008,T078,27833.52649
T008,T072,29595.32555
T008,T128,38062.80221
T008,T103,39420.05215
T008,T102,32020.43070
T008,T100,38204.48817
T008,T099,35660.11721
T008,T073,29961.70573
T008,T071,25201.21825
T008,T070,23460.22618
T008,T069,27892.75308
T008,T077,30044.33087
T008,T076,27258.81761
T008,T075,28177.72040
T008,T074,22615.02621
T008,T082,25362.53707
T008,T081,24192.32668
T008,T080,31323.67904
T008,T079,32274.68909
T008,T063,20735.43950
T008,T155,25785.31337
T008,T114,23530.24326
T008,T083,32208.02747
T008,T017,5297.41595
T008,T005,7354.11292
T008,T160,13858.78856
T008,T144,7699.33095
T008,T035,20799.84938
T008,T004,5623.84231
T008,T095,34319.39063
T008,T044,15143.97450
T008,T061,24413.98725
T008,T060,22171.25297
T008,T039,11526.70802
T008,T036,19439.27705
T008,T067,27782.06020
T008,T066,27009.45292
T008,T065,25635.05612
T008,T062,23697.33695
T008,T040,17946.88890
T008,T037,9782.95050
T008,T034,19774.12243
T008,T012,3167.21801
T008,T085,33634.40365
T012,T051,17773.86693
T012,T047,14328.58125
T012,T043,15502.00745
T012,T013,8157.64361
T012,T219,6588.10861
T012,T161,30837.71520
T012,T088,14225.14798
T012,T084,35406.30018
T012,T030,10544.96599
T012,T018,7348.61538
T012,T014,4124.63436
T012,T149,6585.25311
T012,T147,7656.15341
T012,T146,5214.77402
T012,T145,15908.50824
T012,T154,8088.77199
T012,T152,16346.69312
T012,T151,9449.96757
T012,T150,6142.17953
T012,T220,5504.74677
T012,T218,4993.82419
T012,T162,31527.54912
T012,T158,34456.60812
T012,T008,3167.21801
T012,T006,4146.75614
T012,T003,3143.63967
T012,T001,4329.98737
T012,T011,8783.54490
T012,T009,5546.73467
T012,T159,29825.15530
T012,T153,9375.52085
T012,T028,4776.97722
T012,T025,1390.68280
T012,T019,6132.82726
T012,T016,5786.73656
T012,T090,15230.52731
T012,T089,30866.11569
T012,T033,10150.93822
T012,T031,21139.14141
T012,T142,4919.95743
T012,T141,3468.27703
T012,T135,36636.36694
T012,T092,16809.97654
T012,T045,10241.01014
T012,T015,6721.11020
T012,T007,1879.07263
T012,T002,6049.55621
T012,T050,9127.69862
T012,T049,13028.54368
T012,T048,15812.43713
T012,T046,13532.52440
T012,T094,30798.71267
T012,T091,16497.20696
T012,T086,34170.49172
T012,T054,12266.09051
T012,T148,5701.51663
T012,T143,4106.94227
T012,T129,15826.10606
T012,T096,29397.52217
T012,T238,26644.11929
T012,T237,28374.83985
T012,T236,2004.01480
T012,T235,25874.46321
T012,T054C,11914.51366
T012,T094B,30921.70357
T012,T065A,23740.92846
T012,T227,31624.70468
T012,T225,27579.56914
T012,T223,5184.71784
T012,T222,7356.57891
T012,T230,9718.95822
T012,T229,27897.12163
T012,T226,23262.92233
T012,T224,7963.89435
T012,T232,10941.28778
T012,T231,6731.14612
T012,T035,25293.99710
T012,T228,4758.98529
T012,T234,5592.11971
T012,T233,5389.86576
T012,T002B,5611.27753
T012,T002A,4074.59644
T012,T221,40770.16633
T012,T157,19526.90474
T012,T156,24285.00959
T012,T027,1709.21675
T012,T090A,34261.96268
T012,T903,15691.73010
T012,T900,12036.71424
T012,T009,9602.66298
T012,T128A,31788.79605
T012,T200A,33205.16335
T012,T090C,35936.34640
T012,T090B,15381.70063
T012,T218B,4816.59143
T012,T218C,6458.07792
T012,T218A,4288.12524
T012,T200B,41867.23436
T012,T206,32943.65611
T012,T200,38085.11574
T012,T138,32348.35951
T012,T115,37380.37311
T012,T107,32119.18041
T012,T215,38316.55983
T012,T212,38717.45311
T012,T209,32451.18877
T012,T097,40302.35573
T012,T078,25211.22798
T012,T072,27304.45165
T012,T128,35245.02355
T012,T103,36527.10418
T012,T102,29235.76115
T012,T100,35271.82604
T012,T099,32755.39442
T012,T073,27106.13187
T012,T071,23453.49385
T012,T070,21935.31654
T012,T069,25416.66075
T012,T077,27127.20446
T012,T076,24402.61161
T012,T075,25206.81484
T012,T074,19919.99317
T012,T082,22599.72556
T012,T081,21305.02650
T012,T080,28558.27891
T012,T079,29319.96398
T012,T063,18496.70572
T012,T155,24055.68402
T012,T114,21423.81967
T012,T083,29363.32239
T012,T017,4233.98309
T012,T005,5991.70892
T012,T160,10967.14759
T012,T144,6937.10786
T012,T035,18130.42936
T012,T004,3189.50052
T012,T095,32089.95290
T012,T044,12507.93438
T012,T061,21864.53336
T012,T060,19551.23669
T012,T039,9002.32228
T012,T036,17205.78274
T012,T067,25777.63104
T012,T066,24682.51079
T012,T065,23676.65947
T012,T062,21381.00294
T012,T040,15579.03633
T012,T037,8761.69923
T012,T034,17143.71216
T012,T085,31092.15967
T034,T051,2494.21975
T034,T047,2815.36332
T034,T043,1656.96668
T034,T013,12070.57971
T034,T219,13718.44625
T034,T161,13889.78638
T034,T088,2919.38148
T034,T084,18320.95607
T034,T030,6641.21925
T034,T018,18616.91284
T034,T014,16363.88142
T034,T149,16808.28386
T034,T147,9867.85329
T034,T146,12780.73724
T034,T145,6073.01912
T034,T154,9941.39685
T034,T152,2464.50005
T034,T151,12407.24224
T034,T150,18132.56961
T034,T220,13354.02802
T034,T218,12151.40308
T034,T162,14454.75557
T034,T158,17993.14814
T034,T008,19774.12243
T034,T006,18668.25266
T034,T003,14612.17370
T034,T001,12818.92112
T034,T011,16516.64672
T034,T009,18570.14290
T034,T159,12690.62417
T034,T153,9388.63580
T034,T028,15897.43682
T034,T025,15957.03842
T034,T019,11815.73565
T034,T016,21316.54978
T034,T090,3160.11041
T034,T089,13741.81332
T034,T033,7084.04030
T034,T031,7915.01562
T034,T142,14250.90754
T034,T141,14442.22234
T034,T135,20436.16657
T034,T092,5668.34718
T034,T045,8803.13368
T034,T015,18454.87936
T034,T007,18133.54916
T034,T002,15541.05000
T034,T050,8412.25765
T034,T049,6388.74080
T034,T048,3741.46384
T034,T046,5898.32308
T034,T094,13765.56119
T034,T091,3757.43573
T034,T086,17290.28646
T034,T054,9795.72758
T034,T148,19284.49159
T034,T143,19470.99438
T034,T129,8161.05193
T034,T096,12451.29304
T034,T238,10188.20464
T034,T237,11674.58862
T034,T236,18152.92256
T034,T235,8976.94451
T034,T054C,10104.68565
T034,T094B,13920.78121
T034,T065A,8989.47382
T034,T227,14659.44481
T034,T225,11754.53662
T034,T223,17462.18754
T034,T222,10305.84231
T034,T230,8841.24747
T034,T229,10771.94726
T034,T226,6175.26082
T034,T224,11556.94716
T034,T232,7792.46462
T034,T231,16027.62342
T034,T035,10020.74149
T034,T228,12416.04004
T034,T234,12582.98892
T034,T233,20980.36726
T034,T002B,14710.17181
T034,T002A,15662.78594
T034,T221,23927.08288
T034,T157,2535.67742
T034,T156,9039.55012
T034,T027,16039.18343
T034,T090A,17216.45588
T034,T903,23895.87911
T034,T900,22301.97433
T034,T009,22054.68273
T034,T128A,15313.20267
T034,T200A,16924.13409
T034,T090C,18880.58240
T034,T090B,3448.13063
T034,T218B,12456.27746
T034,T218C,10860.74832
T034,T218A,12857.00728
T034,T200B,24930.98195
T034,T206,16830.34735
T034,T200,21188.69165
T034,T138,15519.87645
T034,T115,20258.93567
T034,T107,15347.40209
T034,T215,21727.19822
T034,T212,22046.45225
T034,T209,16341.73092
T034,T097,23158.73979
T034,T078,8070.57751
T034,T072,10740.44358
T034,T128,18453.55388
T034,T103,20041.26052
T034,T102,12379.81239
T034,T100,19034.10924
T034,T099,16393.93062
T034,T073,10601.96702
T034,T071,10181.39859
T034,T070,10562.59769
T034,T069,8403.93080
T034,T077,11032.77962
T034,T076,8014.33175
T034,T075,9759.74452
T034,T074,2908.33168
T034,T082,5775.33228
T034,T081,5484.83537
T034,T080,11647.47932
T034,T079,13426.55835
T034,T063,3874.32245
T034,T155,10729.34232
T034,T114,6511.13394
T034,T083,12747.83866
T034,T017,14987.85756
T034,T005,13211.29066
T034,T160,6575.47713
T034,T144,13966.75524
T034,T035,1093.38079
T034,T004,14163.38774
T034,T095,15554.97790
T034,T044,4640.33660
T034,T061,4773.69698
T034,T060,2407.53183
T034,T039,8250.79880
T034,T036,3617.73937
T034,T067,10578.95796
T034,T066,8127.19902
T034,T065,9094.06379
T034,T062,5219.20159
T034,T040,2921.30545
T034,T037,12443.25665
T034,T012,17143.71216
T034,T085,13963.85820
T037,T051,14174.68855
T037,T047,10103.57036
T037,T043,10923.69323
T037,T013,868.26719
T037,T219,11213.16289
T037,T161,24566.79221
T037,T088,10039.72386
T037,T084,30182.38151
T037,T030,6945.73790
T037,T018,14827.43641
T037,T014,5482.82628
T037,T149,13337.79754
T037,T147,7977.40790
T037,T146,8715.20084
T037,T145,14533.26704
T037,T154,3565.17283
T037,T152,10605.89924
T037,T151,702.60660
T037,T150,13722.51145
T037,T220,9801.95133
T037,T218,6130.63279
T037,T162,26423.45837
T037,T158,27473.31685
T037,T008,9782.95050
T037,T006,7676.80706
T037,T003,5706.63388
T037,T001,6230.20140
T037,T011,4078.98533
T037,T009,6907.77103
T037,T159,24148.18376
T037,T153,3217.30367
T037,T028,11387.86369
T037,T025,7419.11531
T037,T019,8629.57283
T037,T016,10134.00305
T037,T090,12170.21004
T037,T089,25082.58067
T037,T033,7943.61867
T037,T031,13551.97196
T037,T142,3856.47409
T037,T141,5364.04257
T037,T135,29377.38466
T037,T092,15059.92201
T037,T045,10678.59603
T037,T015,6369.72762
T037,T007,8474.79192
T037,T002,3753.08316
T037,T050,8374.22326
T037,T049,11936.34414
T037,T048,13149.52968
T037,T046,12141.47960
T037,T094,24703.44788
T037,T091,13792.85683
T037,T086,27674.12180
T037,T054,13528.99177
T037,T148,13912.59495
T037,T143,8658.16887
T037,T129,15596.70460
T037,T096,23182.88188
T037,T238,20012.25064
T037,T237,21875.62594
T037,T236,8408.32857
T037,T235,21291.36863
T037,T054C,13413.08560
T037,T094B,24749.59444
T037,T065A,16389.49929
T037,T227,26802.02109
T037,T225,20443.58088
T037,T223,5906.15926
T037,T222,4072.52711
T037,T230,3747.12865
T037,T229,22666.24409
T037,T226,18359.93263
T037,T224,10660.99913
T037,T232,10589.88418
T037,T231,12980.37156
T037,T035,18031.06954
T037,T228,6740.71454
T037,T234,3631.71973
T037,T233,9903.06815
T037,T002B,3445.43091
T037,T002A,5050.53666
T037,T221,36080.64087
T037,T157,14958.65688
T037,T156,17099.86262
T037,T027,8973.52220
T037,T090A,28087.56218
T037,T903,11974.58580
T037,T900,9896.39977
T037,T009,9712.04103
T037,T128A,27718.87020
T037,T200A,29354.15146
T037,T090C,29746.69085
T037,T090B,12530.38360
T037,T218B,5385.05172
T037,T218C,4907.46347
T037,T218A,6507.39052
T037,T200B,36977.42795
T037,T206,29272.44903
T037,T200,33318.11771
T037,T138,27775.25984
T037,T115,31950.92667
T037,T107,27641.50898
T037,T215,34054.52883
T037,T212,34333.34099
T037,T209,28784.36254
T037,T097,34567.16497
T037,T078,19956.63257
T037,T072,20727.18324
T037,T128,30700.40874
T037,T103,32415.73561
T037,T102,24661.07054
T037,T100,31462.59504
T037,T099,28815.17149
T037,T073,23031.64340
T037,T071,15600.26755
T037,T070,13725.72228
T037,T069,19536.10404
T037,T077,23468.89761
T037,T076,20456.94033
T037,T075,22055.80415
T037,T074,15311.30954
T037,T082,18187.14736
T037,T081,17761.35061
T037,T080,23899.27395
T037,T079,25855.50662
T037,T063,12047.33597
T037,T155,16163.85486
T037,T114,14441.47188
T037,T083,25137.01708
T037,T017,4627.74871
T037,T005,2798.76831
T037,T160,9096.70564
T037,T144,2108.27328
T037,T035,13535.23176
T037,T004,6030.48745
T037,T095,25254.41684
T037,T044,8579.94017
T037,T061,16431.17113
T037,T060,14587.34890
T037,T039,5772.11018
T037,T036,10819.74681
T037,T067,18440.17559
T037,T066,18285.06064
T037,T065,16262.35168
T037,T062,15059.57427
T037,T040,9848.16277
T037,T034,12443.25665
T037,T012,8761.69923
T037,T085,25326.51539
T040,T051,5277.85864
T040,T047,2608.90654
T040,T043,2133.90799
T040,T013,9581.74170
T040,T219,13242.26871
T040,T161,15297.94813
T040,T088,2679.95465
T040,T084,20431.64201
T040,T030,5180.07727
T040,T018,18165.54823
T040,T014,14231.59103
T040,T149,16335.38174
T040,T147,8974.74378
T040,T146,11819.06101
T040,T145,7996.45148
T040,T154,7815.76855
T040,T152,789.94231
T040,T151,9732.43989
T040,T150,17512.34827
T040,T220,12583.15243
T040,T218,10647.38796
T040,T162,16627.55225
T040,T158,18914.34338
T040,T008,17946.88890
T040,T006,16575.26155
T040,T003,12784.08708
T040,T001,11284.40717
T040,T011,13879.62952
