Date,Average of Temp (F),Max of Temp (F),Min of Temp (F),Average of RH (%),Average of Dewpt (F),Average of Wind Spd (mph),Sum of Precip (in),Location,Lat,Lon,Elev,Month,Day,Year,MaxT7,MaxT14,MaxT21,MinT7,MinT14,MinT21,AvgT7,AvgT14,AvgT21,AvgT28,Rain7,Rain10,Rain14,Rain17,Rain21,Rain24,Rain28,MaxR7,MaxR14,MaxR21,MaxR2d7,MaxR2d14,MaxR2d21,Rain7d7,Rain7d14,Ran7d21,Ran14d7,Rain14d14,Rain14d21,Rain21d7,Rain21d14,Rain21d21
5/11/2009,50.75,61,40,55.66666667,34.66666667,4.541666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,11,2009,76,76,76,42,32,32,58.94642857,54.55952381,51.93452381,52.02678571,0.88,0.9,0.9,0.9,1.38,1.61,1.91,0.67,0.67,0.67,0.86,0.86,0.86,0.02,0.48,0.53,0.5,1.01,1.52,1.03,2,1.59
5/12/2009,58.91666667,70,40,41.41666667,34,9.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,12,2009,76,76,76,40,32,32,57.83928571,55.44940476,52.15079365,51.72767857,0.88,0.88,0.9,0.9,1.38,1.56,1.91,0.67,0.67,0.67,0.86,0.86,0.86,0.02,0.48,0.53,0.5,1.01,0.72,1.03,1.2,1.59
5/13/2009,61.54166667,70,53,82.66666667,56.16666667,16.33333333,0.55,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,13,2009,76,76,76,40,32,32,57.79166667,56.75892857,52.72420635,51.83630952,0.88,0.88,0.9,0.9,1.38,1.56,1.61,0.67,0.67,0.67,0.86,0.86,0.86,0.02,0.48,0.23,0.5,0.71,0.53,0.73,1.01,1.59
5/14/2009,60.875,68,54,54.79166667,44.375,10.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,14,2009,76,76,76,40,40,32,57.89880952,57.71726191,53.26587302,52.26636905,0.76,1.43,1.45,1.45,1.77,1.93,2.16,0.55,0.67,0.67,0.86,0.86,0.86,0.69,0.32,0.39,1.01,0.71,0.69,1.4,1.01,1.75
5/15/2009,56.375,61,53,81.16666667,50.66666667,8.791666667,0.39,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,15,2009,75,76,76,40,40,32,57.38690476,57.97916667,53.80952381,52.67708333,0.57,1.43,1.45,1.45,1.45,1.93,2.16,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0,0.71,0.88,0.71,1.01,1.59,1.01,2.06
5/16/2009,56.5,60,45,57.08333333,40.04166667,12.375,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,16,2009,70,76,76,40,40,32,56.21428572,58.23511905,54.2281746,52.90029762,0.94,1.82,1.82,1.84,1.84,2.32,2.5,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0.02,0.66,0.9,0.68,1.01,1.56,1.03,2.06
5/17/2009,51.20833333,63,40,40.33333333,26.16666667,6,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,17,2009,70,76,76,40,40,32,56.65476191,58.33630952,54.68253968,53.05505952,0.94,1.15,1.82,1.84,1.84,2.16,2.5,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0.02,0.66,0.9,0.68,1.01,1.56,1.03,2
5/18/2009,55.70833333,65,42,44.54166667,33.33333333,9.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,18,2009,70,76,76,40,40,32,56.5952381,57.77083333,55.23809524,53.09970238,0.94,0.96,1.82,1.84,1.84,1.84,2.32,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0.02,0.48,0.9,0.5,1.01,1.38,1.03,2
5/19/2009,67.25,79,52,44.20833333,44.625,13.66666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,19,2009,70,76,76,40,40,32,57.30357143,57.57142857,56.06746032,53.4389881,0.94,0.94,1.82,1.82,1.84,1.84,2.32,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0.02,0.48,0.9,0.5,1.01,1.38,1.03,1.2
5/20/2009,72.29166667,83,61,38.29166667,44.79166667,14.5,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,20,2009,79,79,79,40,40,32,58.49404762,58.14285714,57.33730159,54.16666667,0.94,0.94,1.82,1.82,1.84,1.84,2.32,0.55,0.67,0.67,0.55,0.86,0.86,0.88,0.02,0.48,0.9,0.5,0.71,1.38,0.73,1.01
5/21/2009,72.04166667,84,60,44.83333333,48.79166667,12.75,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,21,2009,83,83,83,40,40,40,60.0297619,58.96428571,58.48809524,54.95684524,0.39,0.94,1.15,1.82,1.84,1.84,2.16,0.39,0.55,0.67,0.55,0.86,0.86,0.76,0.69,0.32,1.45,1.01,0.71,1.77,1.4,1.01
5/22/2009,59.95833333,68,53,59.75,45.58333333,10.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,22,2009,84,84,84,40,40,40,61.625,59.50595238,59.19444444,55.76339286,0.39,0.94,0.96,1.82,1.84,1.84,1.84,0.39,0.55,0.67,0.39,0.55,0.86,0.57,0.88,0,1.45,0.88,0.71,1.45,1.59,1.01
5/23/2009,65.79166667,79,51,57.125,49.79166667,5.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,23,2009,84,84,84,40,40,40,62.13690476,59.17559524,59.53571429,56.20535714,0,0.94,0.94,1.82,1.82,1.84,1.84,0,0.55,0.67,0.39,0.55,0.86,0.94,0.88,0.02,1.82,0.9,0.68,1.84,1.56,1.03
5/24/2009,61.16666667,70,55,58.875,46.25,10.91666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,24,2009,84,84,84,40,40,40,63.46428571,60.05952381,60.04563492,56.87797619,0,0.39,0.94,1.15,1.82,1.84,1.84,0,0.55,0.67,0,0.55,0.86,0.94,0.88,0.02,1.82,0.9,0.68,1.84,1.56,1.03
5/25/2009,58.25,65,54,57.45833333,42.66666667,10.75,0.04,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,25,2009,84,84,84,42,40,40,64.88690476,60.74107143,60.14285714,57.65029762,0,0.39,0.94,0.96,1.82,1.84,1.84,0,0.55,0.67,0,0.55,0.86,0.94,0.88,0.02,1.82,0.9,0.5,1.84,1.38,1.03
5/26/2009,59.625,72,53,75.33333333,51.41666667,7.75,1.73,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,26,2009,84,84,84,51,40,40,65.25,61.27678572,60.13095238,58.36309524,0.04,0.04,0.98,0.98,1.86,1.86,1.88,0.04,0.55,0.67,0.04,0.55,0.86,0.94,0.88,0.02,1.82,0.9,0.5,1.84,1.38,1.03
5/27/2009,62.79166667,72,55,85.08333333,58.20833333,7.208333333,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,27,2009,84,84,84,51,40,40,64.16071429,61.32738095,60.14880952,59.04315476,1.77,1.77,2.71,2.71,3.59,3.59,3.61,1.73,1.73,1.73,1.77,1.77,1.77,0.94,0.88,0.02,1.82,0.9,0.5,1.84,1.38,0.73
5/28/2009,57.83333333,62,54,76.25,50.45833333,7.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,28,2009,84,84,84,51,40,40,62.80357143,61.41666667,60.24404762,59.56696429,1.79,1.79,2.18,2.73,2.94,3.61,3.63,1.73,1.73,1.73,1.77,1.77,1.77,0.39,0.76,0.69,1.15,1.45,1.01,1.84,1.77,1.4
5/29/2009,61.83333333,74,50,64.20833333,48.83333333,6.833333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,29,2009,79,84,84,51,40,40,60.77380952,61.19940476,59.92857143,59.58928571,1.79,1.79,2.18,2.73,2.75,3.61,3.63,1.73,1.73,1.73,1.77,1.77,1.77,0.39,0.57,0.88,0.96,1.45,0.88,1.84,1.45,1.59
5/30/2009,63.75,77,52,54.29166667,45.875,6.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,30,2009,79,84,84,50,40,40,61.04166667,61.58928571,59.79761905,59.91220238,1.79,1.79,1.79,2.73,2.73,3.61,3.61,1.73,1.73,1.73,1.77,1.77,1.77,0,0.94,0.88,0.94,1.82,0.9,1.82,1.84,1.56
5/31/2009,59.83333333,72,47,52.33333333,41.08333333,4.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,31,2009,77,84,84,50,40,40,60.75,62.10714286,60.28968254,60.22172619,1.79,1.79,1.79,2.18,2.73,2.94,3.61,1.73,1.73,1.73,1.77,1.77,1.77,0,0.94,0.88,0.94,1.82,0.9,1.82,1.84,1.56
6/1/2009,61.95833333,78,51,72,52.70833333,11.04166667,0.44,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,1,2009,77,84,84,47,42,40,60.55952381,62.72321429,60.68055556,60.24702381,1.79,1.79,1.79,2.18,2.73,2.75,3.61,1.73,1.73,1.73,1.77,1.77,1.77,0,0.94,0.88,0.94,1.82,0.9,1.82,1.84,1.38
6/2/2009,53.04166667,60,48,76.45833333,45.875,7.958333333,0.12,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,2,2009,78,84,84,47,47,40,61.08928571,63.16964286,61.21428571,60.37053571,2.19,2.23,2.23,2.23,3.17,3.17,4.05,1.73,1.73,1.73,1.77,1.77,1.77,0.04,0.94,0.88,0.98,1.82,0.9,1.86,1.84,1.38
6/3/2009,53.33333333,60,43,59.375,38.79166667,10.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,3,2009,78,84,84,47,47,40,60.14880952,62.15476191,60.93452381,60.14880952,0.58,2.35,2.35,2.35,3.29,3.29,4.17,0.44,1.73,1.73,1.75,1.77,1.77,1.77,0.94,0.88,2.71,1.82,0.9,3.59,1.84,1.38
6/4/2009,58,68,45,45.83333333,36.125,6,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,4,2009,78,84,84,43,43,40,58.79761905,60.80059524,60.54365079,59.88244048,0.56,2.35,2.35,2.35,2.74,3.29,3.5,0.44,1.73,1.73,0.56,1.77,1.77,1.79,0.39,0.76,2.18,1.15,1.45,2.94,1.84,1.77
6/5/2009,65.33333333,78,44,49,44.29166667,6.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,5,2009,78,79,84,43,43,40,58.82142857,59.79761905,60.40674603,59.65178571,0.56,2.31,2.35,2.35,2.74,3.29,3.31,0.44,1.73,1.73,0.56,1.77,1.77,1.79,0.39,0.57,2.18,0.96,1.45,2.75,1.84,1.45
6/6/2009,56.125,62,52,68.25,45.875,7.666666667,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,6,2009,78,79,84,43,43,40,59.32142857,60.18154762,60.83333333,59.67857143,0.56,0.58,2.35,2.35,2.35,3.29,3.29,0.44,1.73,1.73,0.56,1.77,1.77,1.79,0,0.94,1.79,0.94,1.82,2.73,1.82,1.84
6/7/2009,61.16666667,72,52,74.33333333,52.95833333,6.958333333,0.04,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,7,2009,78,78,84,43,43,40,58.23214286,59.49107143,60.81547619,59.77529762,0.58,0.58,2.37,2.37,2.37,2.76,3.31,0.44,1.73,1.73,0.56,1.77,1.77,1.79,0,0.94,1.79,0.94,1.82,2.73,1.82,1.84
6/8/2009,68.41666667,80,53,76,60.125,9.333333333,0.45,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,8,2009,78,78,84,43,43,42,58.42261905,59.49107143,61.28968254,60.11607143,0.62,0.62,2.41,2.41,2.41,2.8,3.35,0.44,1.73,1.73,0.56,1.77,1.77,1.79,0,0.94,1.79,0.94,1.82,2.73,1.82,1.84
6/9/2009,60.25,65,55,77.91666667,53.375,6.458333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,9,2009,80,80,84,43,43,43,59.3452381,60.2172619,61.89484127,60.74702381,0.63,1.07,2.82,2.86,2.86,2.86,3.8,0.45,1.73,1.73,0.56,1.77,1.77,2.19,0.04,0.94,2.23,0.98,1.82,3.17,1.86,1.84
6/10/2009,58.83333333,66,54,67.70833333,48.04166667,8.541666667,0.01,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,10,2009,80,80,84,43,43,43,60.375,60.26190476,61.56150794,60.79464286,0.51,1.07,1.09,2.86,2.86,2.86,3.8,0.45,0.45,1.73,0.49,1.75,1.77,0.58,1.77,0.94,2.35,2.71,1.82,3.29,3.59,1.84
6/11/2009,57.95833333,63,53,76.54166667,50.70833333,10.16666667,0.01,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,11,2009,80,80,84,44,43,43,61.16071429,59.97916667,60.92063492,60.69791667,0.52,1.08,1.08,2.87,2.87,2.87,3.26,0.45,0.45,1.73,0.49,0.56,1.77,0.56,1.79,0.39,2.35,2.18,1.15,2.74,2.94,1.84
6/12/2009,62.875,72,50,61,48.70833333,5.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,12,2009,80,80,80,44,43,43,61.1547619,59.98809524,60.25,60.59375,0.53,0.65,1.09,2.84,2.88,2.88,3.27,0.45,0.45,1.73,0.49,0.56,1.77,0.56,1.79,0.39,2.35,2.18,0.96,2.74,2.75,1.84
6/13/2009,59.70833333,68,54,74.45833333,51.375,6.666666667,0.33,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,13,2009,80,80,80,50,43,43,60.80357143,60.0625,60.38888889,60.82589286,0.53,0.53,1.09,1.11,2.88,2.88,2.88,0.45,0.45,1.73,0.49,0.56,1.77,0.56,1.79,0,2.35,1.79,0.94,2.35,2.73,1.82
6/14/2009,66.41666667,76,53,54.375,48.20833333,4.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,14,2009,80,80,80,50,43,43,61.31547619,59.77380952,60.09920635,60.94047619,0.84,0.86,1.42,1.42,3.21,3.21,3.21,0.45,0.45,1.73,0.49,0.56,1.77,0.58,1.79,0,2.37,1.79,0.94,2.37,2.73,1.82
6/15/2009,69.08333333,80,54,51.375,49.20833333,6.333333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,15,2009,80,80,80,50,43,43,62.06547619,60.24404762,60.34920635,61.48363095,0.8,0.86,1.42,1.42,3.21,3.21,3.21,0.45,0.45,1.73,0.49,0.56,1.77,0.62,1.79,0,2.41,1.79,0.94,2.41,2.73,1.82
6/16/2009,65.58333333,70,59,70.58333333,55,11.75,1.23,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,16,2009,80,80,80,50,43,43,62.16071428,60.75297619,60.86507936,61.96130952,0.35,0.86,0.98,1.42,3.17,3.21,3.21,0.33,0.45,1.73,0.45,0.56,1.77,0.63,2.19,0.04,2.82,2.23,0.98,2.86,3.17,1.86
6/17/2009,65.5,70,61,80.45833333,59.29166667,6.291666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,17,2009,80,80,80,50,43,43,62.92261905,61.64880952,61.14880952,61.90178571,1.58,2.07,2.09,2.65,2.67,4.44,4.44,1.23,1.23,1.23,1.23,1.23,1.75,0.51,0.58,1.77,1.09,2.35,2.71,2.86,3.29,3.59
6/18/2009,72.08333333,80,62,74.16666667,63.33333333,7.875,0.12,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,18,2009,80,80,80,50,44,43,63.875,62.51785714,61.27777778,61.65922619,1.57,2.03,2.09,2.65,2.65,4.44,4.44,1.23,1.23,1.23,1.23,1.23,1.23,0.52,0.56,1.79,1.08,2.35,2.18,2.87,2.74,2.94
6/19/2009,72.70833333,85,65,83.75,67.5,11.54166667,3.97,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,19,2009,80,80,80,50,44,43,65.89285714,63.52380952,61.95634921,61.66071429,1.68,1.7,2.21,2.33,2.77,4.52,4.56,1.23,1.23,1.23,1.23,1.23,1.23,0.53,0.56,1.79,1.09,2.35,2.18,2.88,2.74,2.75
6/20/2009,77.625,87,68,66.625,64.83333333,8.541666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,20,2009,85,85,85,53,50,43,67.29761905,64.05059524,62.47420635,62.11607143,5.65,5.67,6.18,6.18,6.74,6.76,8.53,3.97,3.97,3.97,4.09,4.09,4.09,0.53,0.56,1.79,1.09,2.35,1.79,2.88,2.35,2.73
6/21/2009,76.25,84,70,64.5,63.25,3.958333333,0.01,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,21,2009,87,87,87,53,50,43,69.85714286,65.58630952,63.13492063,62.53869048,5.32,5.66,6.16,6.18,6.74,6.74,8.53,3.97,3.97,3.97,4.09,4.09,4.09,0.84,0.58,1.79,1.42,2.37,1.79,3.21,2.37,2.73
6/22/2009,79.08333333,88,69,65.41666667,66.33333333,5.5,0.09,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,22,2009,87,87,87,54,50,43,71.26190476,66.66369048,63.91666667,63.07738095,5.33,5.66,6.13,6.19,6.75,6.75,8.54,3.97,3.97,3.97,4.09,4.09,4.09,0.8,0.62,1.79,1.42,2.41,1.79,3.21,2.41,2.73
6/23/2009,83.20833333,92,71,63.375,69.04166667,3.458333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,23,2009,88,88,88,59,50,43,72.69047619,67.42559524,64.73214286,63.82142857,5.42,5.75,5.77,6.28,6.4,6.84,8.59,3.97,3.97,3.97,4.09,4.09,4.09,0.35,0.63,2.19,0.98,2.82,2.23,3.17,2.86,3.17
6/24/2009,84.58333333,92,76,59.125,68.20833333,5.75,0.04,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,24,2009,92,92,92,61,50,43,75.20833333,69.06547619,66.16865079,64.66369048,4.19,5.42,5.77,6.26,6.28,6.84,6.86,3.97,3.97,3.97,4.09,4.09,4.09,1.58,0.51,0.58,2.09,1.09,2.35,2.67,2.86,3.29
6/25/2009,83.33333333,93,76,61.29166667,68.41666667,4.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,25,2009,92,92,92,62,50,44,77.93452381,70.9047619,67.65674603,65.44196428,4.23,5.46,5.8,6.26,6.32,6.88,6.88,3.97,3.97,3.97,4.09,4.09,4.09,1.57,0.52,0.56,2.09,1.08,2.35,2.65,2.87,2.74
6/26/2009,78.16666667,86,70,54.5,59.70833333,8.125,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,26,2009,93,93,93,65,50,44,79.54166666,72.7172619,68.86309524,66.35267857,4.11,5.46,5.79,5.81,6.32,6.44,6.88,3.97,3.97,3.97,4.09,4.09,4.09,1.68,0.53,0.56,2.21,1.09,2.35,2.77,2.88,2.74
6/27/2009,77.08333333,88,64,58.75,60.45833333,6.875,0.3,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,27,2009,93,93,93,68,53,50,80.32142857,73.80952381,69.47420635,66.9360119,0.14,4.23,5.79,5.81,6.32,6.32,6.88,0.09,3.97,3.97,3.97,4.09,4.09,5.65,0.53,0.56,6.18,1.09,2.35,6.74,2.88,2.35
6/28/2009,74.25,82,66,50.58333333,53.16666667,13.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,28,2009,93,93,93,64,53,50,80.24404762,75.05059524,70.47222222,67.41220238,0.44,4.53,5.76,6.1,6.6,6.62,7.18,0.3,3.97,3.97,0.3,4.09,4.09,5.32,0.84,0.58,6.16,1.42,2.37,6.74,3.21,2.37
6/29/2009,69.91666667,77,63,54.70833333,52.91666667,12.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,29,2009,93,93,93,64,54,50,79.95833333,75.61011905,71.09523809,67.92708333,0.43,4.41,5.76,6.09,6.56,6.62,7.18,0.3,3.97,3.97,0.3,4.09,4.09,5.33,0.8,0.62,6.13,1.42,2.41,6.75,3.21,2.41
6/30/2009,63.58333333,66,60,67.125,52.625,8.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,6,30,2009,93,93,93,63,59,50,78.64880952,75.66964286,71.16666667,68.21130952,0.34,0.44,5.76,6.09,6.11,6.62,6.74,0.3,3.97,3.97,0.3,4.09,4.09,5.42,0.35,0.63,5.77,0.98,2.82,6.4,3.17,2.86
7/1/2009,61.16666667,65,58,72.29166667,52.20833333,8.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,1,2009,93,93,93,60,60,50,75.84523809,75.52678571,71.32539682,68.58779762,0.34,0.44,4.53,5.76,6.11,6.6,6.62,0.3,3.97,3.97,0.3,4.09,4.09,4.19,1.58,0.51,5.77,2.09,1.09,6.28,2.67,2.86
7/2/2009,66.375,72,59,65.66666667,54.5,8.75,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,2,2009,93,93,93,58,58,50,72.5,75.2172619,71.43650794,68.86755952,0.3,0.43,4.53,5.76,6.1,6.56,6.62,0.3,3.97,3.97,0.3,4.09,4.09,4.23,1.57,0.52,5.8,2.09,1.08,6.32,2.65,2.87
7/3/2009,69.58333333,78,63,62.41666667,56.20833333,5.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,3,2009,88,93,93,58,58,50,70.07738095,74.80952381,71.83730159,69.16666667,0.3,0.34,4.41,5.76,6.09,6.11,6.62,0.3,3.97,3.97,0.3,4.09,4.09,4.11,1.68,0.53,5.79,2.21,1.09,6.32,2.77,2.88
7/4/2009,65.20833333,69,60,77.66666667,58.125,3.708333333,0.2,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,4,2009,88,93,93,58,58,53,68.85119048,74.58630952,72.15674603,69.31845238,0.3,0.34,0.44,4.53,6.09,6.11,6.62,0.3,0.3,3.97,0.3,3.97,4.09,0.14,5.65,0.53,5.79,6.18,1.09,6.32,6.74,2.88
7/5/2009,69.70833333,80,58,68.20833333,57.875,2.416666667,0.05,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,5,2009,82,93,93,58,58,53,67.1547619,73.69940476,72.41865079,69.64285714,0.2,0.5,0.64,4.73,5.96,6.3,6.8,0.2,0.3,3.97,0.3,0.3,4.09,0.44,5.32,0.84,5.76,6.16,1.42,6.6,6.74,3.21
7/6/2009,73.83333333,85,61,51.875,53.875,7.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,6,2009,80,93,93,58,58,54,66.50595238,73.23214286,72.57539682,69.94791667,0.25,0.55,0.68,4.66,6.01,6.34,6.81,0.2,0.3,3.97,0.25,0.3,4.09,0.43,5.33,0.8,5.76,6.13,1.42,6.56,6.75,3.21
7/7/2009,67.75,76,61,62.04166667,54.20833333,7.125,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,7,2009,85,93,93,58,58,58,67.06547619,72.85714286,72.8015873,70.14136905,0.25,0.55,0.59,0.69,6.01,6.34,6.36,0.2,0.3,3.97,0.25,0.3,4.09,0.34,5.42,0.35,5.76,5.77,0.98,6.11,6.4,3.17
7/8/2009,63.16666667,65,61,77.125,56.08333333,7.125,0.06,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,8,2009,85,93,93,58,58,58,67.66071428,71.75297619,72.9047619,70.40922619,0.25,0.25,0.59,0.69,4.78,6.01,6.36,0.2,0.3,3.97,0.25,0.3,4.09,0.34,4.19,1.58,4.53,5.77,2.09,6.11,6.28,2.67
7/9/2009,70.70833333,79,60,64.04166667,57.33333333,6.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,9,2009,85,93,93,58,58,58,67.94642857,70.22321429,72.79365079,70.56398809,0.31,0.31,0.61,0.74,4.84,6.07,6.41,0.2,0.3,3.97,0.25,0.3,4.09,0.3,4.23,1.57,4.53,5.8,2.09,6.1,6.32,2.65
7/10/2009,71.41666667,81,63,78.875,64.41666667,4.833333333,0.08,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,10,2009,85,88,93,58,58,58,68.56547619,69.32142857,72.7281746,71.01934524,0.31,0.31,0.61,0.65,4.72,6.07,6.4,0.2,0.3,3.97,0.25,0.3,4.09,0.3,4.11,1.68,4.41,5.79,2.21,6.09,6.32,2.77
7/11/2009,75.5,84,65,59.75,59.20833333,6.833333333,0.25,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,11,2009,85,88,93,58,58,58,68.82738095,68.83928571,72.66666667,71.32440476,0.39,0.39,0.69,0.73,0.83,4.92,6.48,0.2,0.3,0.3,0.25,0.3,3.97,0.3,0.14,5.65,0.44,5.79,6.18,6.09,6.32,6.74
7/12/2009,70.875,80,59,49.91666667,50.125,5.708333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,12,2009,85,85,93,58,58,58,70.29761905,68.72619048,72.56547619,71.88839286,0.44,0.64,0.64,0.94,1.08,5.17,6.4,0.25,0.25,0.3,0.33,0.33,0.33,0.2,0.44,5.32,0.64,5.76,6.16,5.96,6.6,6.74
7/13/2009,70.83333333,78,62,43.125,46.125,5.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,13,2009,85,85,93,59,58,58,70.46428571,68.48511905,72.30952381,72.04761905,0.39,0.64,0.64,0.94,1.07,5.05,6.4,0.25,0.25,0.3,0.33,0.33,0.33,0.25,0.43,5.33,0.68,5.76,6.13,6.01,6.56,6.75
7/14/2009,70.16666667,79,56,50.66666667,50.08333333,7.333333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,14,2009,84,85,93,59,58,58,70.03571429,68.55059524,71.91666667,72.11011905,0.39,0.64,0.64,0.94,0.98,1.08,6.4,0.25,0.25,0.3,0.33,0.33,0.33,0.25,0.34,5.42,0.59,5.76,5.77,6.01,6.11,6.4
7/15/2009,75.20833333,85,66,65.375,62.20833333,12.33333333,0.68,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,15,2009,84,85,93,56,56,56,70.38095238,69.02083333,71.29563492,72.27380952,0.39,0.44,0.64,0.64,0.98,1.08,5.17,0.25,0.25,0.3,0.33,0.33,0.33,0.25,0.34,4.19,0.59,4.53,5.77,4.78,6.11,6.28
7/16/2009,71.33333333,79,64,59.125,56.04166667,10.75,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,16,2009,85,85,93,56,56,56,72.10119048,70.02380952,70.84920635,72.62053571,1.01,1.07,1.32,1.32,1.62,1.75,5.85,0.68,0.68,0.68,0.68,0.68,0.68,0.31,0.3,4.23,0.61,4.53,5.8,4.84,6.1,6.32
7/17/2009,62.83333333,69,57,64,50.33333333,10.79166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,17,2009,85,85,88,56,56,56,72.19047619,70.37797619,70.27777778,72.59375,1.01,1.07,1.32,1.32,1.62,1.66,5.73,0.68,0.68,0.68,0.68,0.68,0.68,0.31,0.3,4.11,0.61,4.41,5.79,4.72,6.09,6.32
7/18/2009,64.25,72,58,64.20833333,51.75,8.166666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,18,2009,85,85,88,56,56,56,70.96428571,69.89583333,69.54761905,72.24107143,0.93,1.07,1.32,1.32,1.62,1.66,1.76,0.68,0.68,0.68,0.68,0.68,0.68,0.39,0.3,0.14,0.69,0.44,5.79,0.83,6.09,6.32
7/19/2009,64.54166667,71,57,65.33333333,52.45833333,4.083333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,19,2009,85,85,85,56,56,56,69.35714286,69.82738095,68.93650794,71.76339286,0.68,1.01,1.12,1.32,1.32,1.62,1.76,0.68,0.68,0.68,0.68,0.68,0.68,0.44,0.2,0.44,0.64,0.64,5.76,1.08,5.96,6.6
7/20/2009,67.45833333,76,56,64.75,54.66666667,5.208333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,20,2009,85,85,85,56,56,56,68.45238095,69.45833333,68.47420635,71.34523809,0.68,1.01,1.07,1.32,1.32,1.62,1.75,0.68,0.68,0.68,0.68,0.68,0.68,0.39,0.25,0.43,0.64,0.68,5.76,1.07,6.01,6.56
